Unit price,Quantity,Total,Rating,Year,Month,Day,Hour,Minute,Total Spend,Customer ID,Recency,Frequency,Monetary,Customer Segment,Total Quantity Sold,DayOfWeek,IsWeekend,Avg Unit Price,IsMember,Price_Quantity_Interaction,Product line_Electronic accessories,Product line_Fashion accessories,Product line_Food and beverages,Product line_Health and beauty,Product line_Home and lifestyle,Product line_Sports and travel,Gender_Female,Gender_Male,Payment_Cash,Payment_Credit card,Payment_Ewallet,City_Mandalay,City_Naypyitaw,City_Yangon,Branch_A,Branch_B,Branch_C
71.38,10,749.49,5.7,2019,3,29,19,21,713.8,Normal_Female_A,0,81,25358.19,0,854,4,0,56.30148148148148,0,713.8,False,False,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False
93.72,6,590.436,4.5,2019,1,15,16,19,562.3199999999999,Member_Female_B,3,85,25571.84,1,920,1,0,52.69952941176471,1,562.3199999999999,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,True,False
68.93,7,506.6355,4.6,2019,3,11,11,3,482.51000000000005,Member_Female_A,0,80,25374.35,0,854,0,0,55.868125,1,482.51000000000005,False,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False
72.61,6,457.443,6.9,2019,1,1,10,39,435.65999999999997,Normal_Male_A,2,92,24701.71,3,920,1,0,54.169347826086955,0,435.65999999999997,False,False,False,False,False,True,False,True,False,True,False,False,False,True,True,False,False
54.67,3,172.2105,8.6,2019,1,21,18,0,164.01,Normal_Male_A,2,92,24701.71,3,952,0,0,54.169347826086955,0,164.01,False,False,True,False,False,False,False,True,False,True,False,False,False,True,True,False,False
40.3,2,84.63,4.4,2019,3,11,15,30,80.6,Normal_Female_B,2,77,24836.06,1,911,0,0,55.789350649350645,0,80.6,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,True,False
86.04,5,451.71,4.8,2019,2,25,11,24,430.20000000000005,Member_Male_C,0,73,21169.37,0,971,0,0,59.401506849315076,1,430.20000000000005,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True
87.98,3,277.137,5.1,2019,3,5,10,40,263.94,Normal_Male_B,1,90,25157.26,3,854,1,0,56.11588888888889,0,263.94,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False
33.2,2,69.72,4.4,2019,3,15,12,20,66.4,Normal_Male_B,1,90,25157.26,3,911,4,0,56.11588888888889,0,66.4,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False
34.56,5,181.44,9.9,2019,2,17,11,15,172.8,Normal_Male_A,2,92,24701.71,3,971,6,1,54.169347826086955,0,172.8,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False
88.63,3,279.1845,6.0,2019,3,2,17,36,265.89,Member_Male_A,2,87,25708.96,1,920,5,1,53.011954022988505,1,265.89,False,False,False,False,False,True,False,True,False,False,True,False,False,True,True,False,False
52.59,8,441.756,8.5,2019,3,22,19,20,420.72,Member_Female_A,0,80,25374.35,0,911,4,0,55.868125,1,420.72,False,False,False,False,True,False,True,False,False,True,False,False,False,True,True,False,False
33.52,1,35.196,6.7,2019,2,8,15,31,33.52,Normal_Male_B,1,90,25157.26,3,902,4,0,56.11588888888889,0,33.52,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False
87.67,2,184.107,7.7,2019,3,10,12,17,175.34,Normal_Female_A,0,81,25358.19,0,902,6,1,56.30148148148148,0,175.34,False,True,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False
88.36,5,463.89,9.6,2019,1,25,19,48,441.8,Normal_Female_B,2,77,24836.06,1,952,4,0,55.789350649350645,0,441.8,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False
24.89,9,235.2105,7.4,2019,3,15,15,36,224.01,Normal_Male_A,2,92,24701.71,3,854,4,0,54.169347826086955,0,224.01,False,False,False,True,False,False,False,True,True,False,False,False,False,True,True,False,False
94.13,5,494.1825,4.8,2019,2,25,19,39,470.65,Normal_Male_B,1,90,25157.26,3,902,0,0,56.11588888888889,0,470.65,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False
78.07,9,737.7615,4.5,2019,1,28,12,43,702.6299999999999,Member_Male_B,0,80,25575.48,0,920,0,0,58.165125,1,702.6299999999999,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,True,False
83.78,8,703.752,5.1,2019,1,10,14,49,670.24,Normal_Male_B,1,90,25157.26,3,920,3,0,56.11588888888889,0,670.24,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,True,False
96.58,2,202.818,5.1,2019,3,15,10,12,193.16,Normal_Male_A,2,92,24701.71,3,854,4,0,54.169347826086955,0,193.16,False,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False
99.42,4,417.564,7.5,2019,2,6,10,42,397.68,Member_Female_C,0,96,33003.28,2,952,2,0,58.42947916666666,1,397.68,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True
68.12,1,71.526,6.8,2019,1,7,12,28,68.12,Member_Female_C,0,96,33003.28,2,920,0,0,58.42947916666666,1,68.12,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,True
62.62,5,328.755,7.0,2019,3,10,19,15,313.09999999999997,Member_Male_A,2,87,25708.96,1,920,6,1,53.011954022988505,1,313.09999999999997,False,False,False,False,False,True,False,True,False,False,True,False,False,True,True,False,False
60.88,9,575.316,4.7,2019,1,15,17,17,547.9200000000001,Normal_Female_A,0,81,25358.19,0,971,1,0,56.30148148148148,0,547.9200000000001,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False
54.92,8,461.328,7.6,2019,3,23,13,24,439.36,Normal_Female_C,2,82,25744.78,1,854,5,1,52.10853658536585,0,439.36,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True
30.12,8,253.008,7.7,2019,3,3,13,1,240.96,Member_Male_B,0,80,25575.48,0,911,6,1,58.165125,1,240.96,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False
86.72,1,91.056,7.9,2019,1,17,18,45,86.72,Member_Female_B,3,85,25571.84,1,911,3,0,52.69952941176471,1,86.72,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,True,False
56.11,2,117.831,6.3,2019,2,2,10,11,112.22,Member_Male_C,0,73,21169.37,0,911,5,1,59.401506849315076,1,112.22,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True
69.12,6,435.456,5.6,2019,2,8,13,3,414.72,Member_Female_B,3,85,25571.84,1,920,4,0,52.69952941176471,1,414.72,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,True,False
98.7,8,829.08,7.6,2019,3,4,20,39,789.6,Member_Female_C,0,96,33003.28,2,952,0,0,58.42947916666666,1,789.6,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True
15.37,2,32.277,7.2,2019,3,16,19,47,30.74,Member_Male_C,0,73,21169.37,0,854,5,1,59.401506849315076,1,30.74,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True
93.96,4,394.632,9.5,2019,3,9,18,0,375.84,Member_Female_B,3,85,25571.84,1,971,5,1,52.69952941176471,1,375.84,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False
56.69,9,535.7205,8.4,2019,2,27,17,24,510.21,Member_Male_B,0,80,25575.48,0,854,2,0,58.165125,1,510.21,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False
20.01,9,189.0945,4.1,2019,2,6,15,47,180.09,Member_Female_B,3,85,25571.84,1,952,2,0,52.69952941176471,1,180.09,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False
18.93,6,119.259,8.1,2019,2,10,12,45,113.58,Member_Male_B,0,80,25575.48,0,971,6,1,58.165125,1,113.58,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False
82.63,10,867.615,7.9,2019,3,19,17,8,826.3,Member_Female_C,0,96,33003.28,2,902,1,0,58.42947916666666,1,826.3,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True
91.4,7,671.79,9.5,2019,2,3,10,19,639.8000000000001,Member_Male_C,0,73,21169.37,0,952,6,1,59.401506849315076,1,639.8000000000001,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True
44.59,5,234.0975,8.5,2019,2,10,15,10,222.95000000000002,Member_Female_A,0,80,25374.35,0,952,6,1,55.868125,1,222.95000000000002,False,False,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False
17.87,4,75.054,6.5,2019,3,22,14,42,71.48,Member_Female_B,3,85,25571.84,1,902,4,0,52.69952941176471,1,71.48,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False
15.43,1,16.2015,6.1,2019,1,25,15,46,15.43,Member_Male_C,0,73,21169.37,0,902,4,0,59.401506849315076,1,15.43,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True
16.16,2,33.936,6.5,2019,3,7,11,49,32.32,Normal_Male_B,1,90,25157.26,3,911,3,0,56.11588888888889,0,32.32,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False
85.98,8,722.232,8.2,2019,2,28,19,1,687.84,Normal_Female_C,2,82,25744.78,1,971,3,0,52.10853658536585,0,687.84,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True
44.34,2,93.114,5.8,2019,3,27,11,26,88.68,Member_Male_A,2,87,25708.96,1,911,2,0,53.011954022988505,1,88.68,False,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False
89.6,8,752.64,6.6,2019,2,7,11,28,716.8,Normal_Male_A,2,92,24701.71,3,854,3,0,54.169347826086955,0,716.8,False,False,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False
72.35,10,759.675,5.4,2019,1,20,15,55,723.5,Member_Female_A,0,80,25374.35,0,911,6,1,55.868125,1,723.5,False,False,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False
30.61,6,192.843,9.3,2019,3,12,20,36,183.66,Normal_Male_C,0,77,25386.1,0,971,1,0,56.48467532467532,0,183.66,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True
24.74,3,77.931,10.0,2019,2,15,17,47,74.22,Member_Female_C,0,96,33003.28,2,920,4,0,58.42947916666666,1,74.22,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True
55.73,6,351.099,7.0,2019,2,24,10,55,334.38,Normal_Male_C,0,77,25386.1,0,911,6,1,56.48467532467532,0,334.38,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True
55.07,9,520.4115,10.0,2019,2,3,13,40,495.63,Member_Female_B,3,85,25571.84,1,920,6,1,52.69952941176471,1,495.63,False,False,False,False,False,True,True,False,False,False,True,True,False,False,False,True,False
15.81,10,166.005,8.6,2019,3,6,12,27,158.1,Member_Male_A,2,87,25708.96,1,920,2,0,53.011954022988505,1,158.1,False,False,False,False,False,True,False,True,False,True,False,False,False,True,True,False,False
75.74,4,318.108,7.6,2019,2,14,14,35,302.96,Member_Male_B,0,80,25575.48,0,854,3,0,58.165125,1,302.96,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,True,False
15.87,10,166.635,5.8,2019,3,13,16,40,158.7,Member_Male_A,2,87,25708.96,1,854,2,0,53.011954022988505,1,158.7,False,False,False,True,False,False,False,True,True,False,False,False,False,True,True,False,False
33.47,2,70.287,6.7,2019,2,10,15,43,66.94,Normal_Female_C,2,82,25744.78,1,854,6,1,52.10853658536585,0,66.94,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True
97.61,6,614.943,9.9,2019,1,7,15,1,585.66,Member_Female_B,3,85,25571.84,1,902,0,0,52.69952941176471,1,585.66,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False
78.77,10,827.085,6.4,2019,1,24,10,4,787.6999999999999,Normal_Male_A,2,92,24701.71,3,920,3,0,54.169347826086955,0,787.6999999999999,False,False,False,False,False,True,False,True,True,False,False,False,False,True,True,False,False
18.33,1,19.2465,4.3,2019,2,2,18,50,18.33,Member_Female_A,0,80,25374.35,0,854,5,1,55.868125,1,18.33,False,False,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False
89.48,10,939.54,9.6,2019,1,6,12,46,894.8000000000001,Normal_Male_C,0,77,25386.1,0,952,6,1,56.48467532467532,0,894.8000000000001,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True
62.12,10,652.26,5.9,2019,2,11,16,19,621.1999999999999,Normal_Male_C,0,77,25386.1,0,902,0,0,56.48467532467532,0,621.1999999999999,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True
48.52,3,152.838,4.0,2019,3,5,18,17,145.56,Member_Female_B,3,85,25571.84,1,952,1,0,52.69952941176471,1,145.56,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False
75.91,6,478.233,8.7,2019,3,9,18,21,455.46,Normal_Female_C,2,82,25744.78,1,971,5,1,52.10853658536585,0,455.46,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True
74.67,9,705.6315,9.4,2019,1,22,10,55,672.03,Normal_Male_A,2,92,24701.71,3,911,1,0,54.169347826086955,0,672.03,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False
41.65,10,437.325,5.4,2019,1,13,17,4,416.5,Normal_Female_C,2,82,25744.78,1,971,6,1,52.10853658536585,0,416.5,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True
49.04,9,463.428,8.6,2019,1,9,14,20,441.36,Member_Male_C,0,73,21169.37,0,902,2,0,59.401506849315076,1,441.36,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True
20.01,9,189.0945,5.7,2019,1,12,15,48,180.09,Member_Female_A,0,80,25374.35,0,902,5,1,55.868125,1,180.09,False,True,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False
78.31,10,822.255,6.6,2019,3,5,16,24,783.1,Member_Female_C,0,96,33003.28,2,952,1,0,58.42947916666666,1,783.1,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True
20.38,5,106.995,6.0,2019,1,22,18,56,101.89999999999999,Normal_Female_C,2,82,25744.78,1,854,1,0,52.10853658536585,0,101.89999999999999,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True
99.19,6,624.897,5.5,2019,1,21,14,42,595.14,Normal_Female_C,2,82,25744.78,1,854,0,0,52.10853658536585,0,595.14,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True
96.68,3,304.542,6.4,2019,1,26,19,56,290.04,Normal_Female_B,2,77,24836.06,1,952,5,1,55.789350649350645,0,290.04,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False
19.25,8,161.7,6.6,2019,1,23,18,37,154.0,Normal_Male_C,0,77,25386.1,0,952,2,0,56.48467532467532,0,154.0,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True
80.36,4,337.512,8.3,2019,2,23,18,45,321.44,Member_Female_C,0,96,33003.28,2,952,5,1,58.42947916666666,1,321.44,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True
48.91,5,256.7775,6.6,2019,3,9,10,17,244.54999999999998,Member_Male_C,0,73,21169.37,0,920,5,1,59.401506849315076,1,244.54999999999998,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False,True
83.06,7,610.491,4.0,2019,3,5,14,31,581.4200000000001,Normal_Female_C,2,82,25744.78,1,920,1,0,52.10853658536585,0,581.4200000000001,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,True
76.52,5,401.73,9.9,2019,3,25,10,23,382.59999999999997,Normal_Male_C,0,77,25386.1,0,902,0,0,56.48467532467532,0,382.59999999999997,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True
49.38,7,362.943,7.3,2019,3,27,20,35,345.66,Member_Male_A,2,87,25708.96,1,952,2,0,53.011954022988505,1,345.66,False,False,True,False,False,False,False,True,False,True,False,False,False,True,True,False,False
42.47,1,44.5935,5.7,2019,1,2,16,57,42.47,Normal_Male_A,2,92,24701.71,3,920,2,0,54.169347826086955,0,42.47,False,False,False,False,False,True,False,True,True,False,False,False,False,True,True,False,False
76.99,6,485.037,6.1,2019,2,27,17,55,461.93999999999994,Normal_Female_B,2,77,24836.06,1,854,2,0,55.789350649350645,0,461.93999999999994,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False
47.38,4,198.996,7.1,2019,1,23,10,25,189.52,Member_Female_C,0,96,33003.28,2,911,2,0,58.42947916666666,1,189.52,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True
44.86,10,471.03,8.2,2019,1,26,19,54,448.6,Normal_Female_C,2,82,25744.78,1,920,5,1,52.10853658536585,0,448.6,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,True
21.98,7,161.553,5.1,2019,1,10,16,42,153.86,Member_Female_A,0,80,25374.35,0,920,3,0,55.868125,1,153.86,False,False,False,False,False,True,True,False,False,False,True,False,False,True,True,False,False
64.36,9,608.202,8.6,2019,3,12,12,9,579.24,Member_Male_B,0,80,25575.48,0,854,1,0,58.165125,1,579.24,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False
89.75,1,94.2375,6.6,2019,2,6,20,5,89.75,Normal_Male_C,0,77,25386.1,0,854,2,0,56.48467532467532,0,89.75,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True
97.16,1,102.018,7.2,2019,3,8,20,38,97.16,Normal_Male_A,2,92,24701.71,3,971,4,0,54.169347826086955,0,97.16,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False
87.87,10,922.635,5.1,2019,3,29,10,25,878.7,Normal_Male_B,1,90,25157.26,3,854,4,0,56.11588888888889,0,878.7,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False
12.45,6,78.435,4.1,2019,2,9,13,11,74.69999999999999,Normal_Female_C,2,82,25744.78,1,971,5,1,52.10853658536585,0,74.69999999999999,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True
52.75,3,166.1625,9.3,2019,3,23,10,16,158.25,Normal_Male_A,2,92,24701.71,3,952,5,1,54.169347826086955,0,158.25,False,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False
82.7,6,521.01,7.4,2019,3,5,18,14,496.20000000000005,Normal_Male_B,1,90,25157.26,3,911,1,0,56.11588888888889,0,496.20000000000005,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False
48.71,1,51.1455,4.1,2019,3,26,19,20,48.71,Member_Male_C,0,73,21169.37,0,902,1,0,59.401506849315076,1,48.71,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True
78.55,9,742.2975,7.2,2019,3,1,13,22,706.9499999999999,Normal_Male_C,0,77,25386.1,0,902,4,0,56.48467532467532,0,706.9499999999999,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True
23.07,9,218.0115,4.9,2019,2,1,11,27,207.63,Normal_Female_C,2,82,25744.78,1,971,4,0,52.10853658536585,0,207.63,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True
58.26,6,367.038,9.9,2019,3,28,16,44,349.56,Normal_Male_A,2,92,24701.71,3,952,3,0,54.169347826086955,0,349.56,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False
30.35,7,223.0725,8.0,2019,3,19,18,19,212.45000000000002,Normal_Male_B,1,90,25157.26,3,854,1,0,56.11588888888889,0,212.45000000000002,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,True,False
88.67,10,931.035,7.3,2019,1,12,14,50,886.7,Member_Male_A,2,87,25708.96,1,971,5,1,53.011954022988505,1,886.7,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False
27.38,6,172.494,7.9,2019,1,5,20,54,164.28,Normal_Male_C,0,77,25386.1,0,902,5,1,56.48467532467532,0,164.28,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True
62.13,6,391.419,7.4,2019,3,22,20,19,372.78000000000003,Normal_Male_A,2,92,24701.71,3,920,4,0,54.169347826086955,0,372.78000000000003,False,False,False,False,False,True,False,True,True,False,False,False,False,True,True,False,False
33.98,9,321.111,4.2,2019,3,24,10,43,305.82,Normal_Female_C,2,82,25744.78,1,952,6,1,52.10853658536585,0,305.82,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True
81.97,10,860.685,9.2,2019,3,3,14,30,819.7,Member_Male_C,0,73,21169.37,0,971,6,1,59.401506849315076,1,819.7,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True
16.49,2,34.629,4.6,2019,2,5,11,32,32.98,Member_Female_B,3,85,25571.84,1,920,1,0,52.69952941176471,1,32.98,False,False,False,False,False,True,True,False,False,False,True,True,False,False,False,True,False
98.21,3,309.3615,7.8,2019,2,5,10,41,294.63,Member_Female_C,0,96,33003.28,2,854,1,0,58.42947916666666,1,294.63,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True
72.84,7,535.374,8.4,2019,2,15,12,44,509.88,Normal_Female_B,2,77,24836.06,1,902,4,0,55.789350649350645,0,509.88,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False
58.07,9,548.7615,4.3,2019,1,19,20,7,522.63,Member_Male_A,2,87,25708.96,1,911,5,1,53.011954022988505,1,522.63,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False
80.79,9,763.4655,9.5,2019,2,1,20,31,727.11,Member_Female_C,0,96,33003.28,2,911,4,0,58.42947916666666,1,727.11,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True
27.02,3,85.113,7.1,2019,3,2,13,1,81.06,Normal_Female_C,2,82,25744.78,1,902,5,1,52.10853658536585,0,81.06,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True
21.94,5,115.185,5.3,2019,3,5,12,29,109.7,Member_Male_B,0,80,25575.48,0,902,1,0,58.165125,1,109.7,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False
51.36,1,53.928,5.2,2019,1,16,15,26,51.36,Member_Male_B,0,80,25575.48,0,902,2,0,58.165125,1,51.36,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False
10.96,10,115.08,6.0,2019,2,2,20,48,109.60000000000001,Normal_Female_A,0,81,25358.19,0,952,5,1,56.30148148148148,0,109.60000000000001,False,False,True,False,False,False,True,False,False,False,True,False,False,True,True,False,False
53.44,2,112.224,4.1,2019,1,20,20,38,106.88,Normal_Male_B,1,90,25157.26,3,911,6,1,56.11588888888889,0,106.88,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False
99.56,8,836.304,5.2,2019,2,14,17,3,796.48,Normal_Female_A,0,81,25358.19,0,971,3,0,56.30148148148148,0,796.48,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False
57.12,7,419.832,6.5,2019,1,12,12,2,399.84,Member_Male_C,0,73,21169.37,0,920,5,1,59.401506849315076,1,399.84,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True
99.96,9,944.622,4.2,2019,3,9,17,26,899.64,Member_Male_B,0,80,25575.48,0,920,5,1,58.165125,1,899.64,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False
63.91,8,536.844,4.6,2019,3,13,19,52,511.28,Member_Male_C,0,73,21169.37,0,911,2,0,59.401506849315076,1,511.28,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True
56.47,8,474.348,7.3,2019,3,9,14,57,451.76,Member_Female_B,3,85,25571.84,1,902,5,1,52.69952941176471,1,451.76,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False
93.69,7,688.6215,4.5,2019,3,10,18,44,655.8299999999999,Normal_Female_A,0,81,25358.19,0,911,6,1,56.30148148148148,0,655.8299999999999,False,False,False,False,True,False,True,False,False,True,False,False,False,True,True,False,False
32.25,5,169.3125,9.0,2019,1,27,13,26,161.25,Normal_Female_A,0,81,25358.19,0,920,6,1,56.30148148148148,0,161.25,False,False,False,False,False,True,True,False,True,False,False,False,False,True,True,False,False
31.73,9,299.8485,5.9,2019,1,8,16,17,285.57,Normal_Female_C,2,82,25744.78,1,902,1,0,52.10853658536585,0,285.57,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True
68.54,8,575.736,8.5,2019,1,8,15,57,548.32,Member_Female_C,0,96,33003.28,2,952,1,0,58.42947916666666,1,548.32,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True
